trip_id,service_date,route_id,origin_stop_id,scheduled_departure,observed_departure,destination_stop_id,scheduled_arrival,observed_arrival,scheduled_departure_sec,observed_departure_sec,scheduled_arrival_sec,observed_arrival_sec,scheduled_travel_min,observed_travel_min,arrival_delay_min,departure_delay_min,travel_time_delta_min,source_month,service_day_of_week,service_day_offset,calendar_date,calendar_day_of_week,calendar_year_month,scheduled_clock_hour,time_period,is_morning_peak,is_evening_peak,schedule_lateness_min,route_baseline_delay_min,route_baseline_sample_size,baseline_reliable_flag,excess_late_tax_min,late_trip_flag,severe_delay_flag,calendar_year,calendar_month_number,calendar_month_name,calendar_quarter,route_time_key,segment_trips,segment_late_trip_pct,segment_avg_late_severity_min,segment_late_tax_share_pct,segment_reliability_segment,segment_priority_score,segment_priority_tier,segment_priority_rank,late_trip_label,severe_delay_label,sample_status
BA:1771615:20250831,2025-08-20,BA:Green-N,901901,18:14:00,18:15:07,901302,18:25:00,18:26:07,65640,65707.0,66300,66367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,18,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771616:20250831,2025-08-20,BA:Green-N,901901,18:34:00,18:35:07,901302,18:45:00,18:46:07,66840,66907.0,67500,67567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,18,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771617:20250831,2025-08-20,BA:Green-N,901901,18:54:00,18:55:07,901302,19:05:00,19:06:07,68040,68107.0,68700,68767.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,18,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771618:20250831,2025-08-20,BA:Green-N,901901,19:14:00,19:15:07,901302,19:25:00,19:26:07,69240,69307.0,69900,69967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,19,Evening,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening,15,6.67,11.22,0.85,Insufficient Sample,,Insufficient Sample,,Not Late,Not Severe,Insufficient Sample
BA:1771798:20250831,2025-08-20,BA:Yellow-N,901902,08:37:00,08:37:41,901302,08:48:00,08:48:41,31020,31061.0,31680,31721.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,8,Morning Peak,1,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1771801:20250831,2025-08-20,BA:Yellow-N,901902,09:37:00,09:37:41,901302,09:48:00,09:48:41,34620,34661.0,35280,35321.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,9,Morning Peak,1,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1771805:20250831,2025-08-20,BA:Yellow-N,901902,10:57:00,10:57:41,901302,11:08:00,11:08:41,39420,39461.0,40080,40121.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,10,Midday,0,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Midday,115,0.0,,0.0,Reliable,15.0,Monitor,14.0,Not Late,Not Severe,Eligible
BA:1771808:20250831,2025-08-20,BA:Yellow-N,901902,11:57:00,11:57:41,901302,12:08:00,12:08:41,43020,43061.0,43680,43721.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,11,Midday,0,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Midday,115,0.0,,0.0,Reliable,15.0,Monitor,14.0,Not Late,Not Severe,Eligible
BA:1771813:20250831,2025-08-20,BA:Yellow-N,901902,13:37:00,13:37:41,901302,13:48:00,13:48:41,49020,49061.0,49680,49721.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,13,Midday,0,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Midday,115,0.0,,0.0,Reliable,15.0,Monitor,14.0,Not Late,Not Severe,Eligible
BA:1771816:20250831,2025-08-20,BA:Yellow-N,901902,14:37:00,14:37:41,901302,14:48:00,14:48:41,52620,52661.0,53280,53321.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,14,Midday,0,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Midday,115,0.0,,0.0,Reliable,15.0,Monitor,14.0,Not Late,Not Severe,Eligible
BA:1771828:20250831,2025-08-20,BA:Yellow-N,901902,18:37:00,18:37:41,901302,18:48:00,18:48:41,67020,67061.0,67680,67721.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Wednesday,0,2025-08-20,Wednesday,2025-08,18,Evening Peak,0,1,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Evening Peak,72,0.0,,0.0,Reliable,15.0,Monitor,13.0,Not Late,Not Severe,Eligible
BA:1771781:20250831,2025-08-19,BA:Yellow-N,901902,24:08:00,24:12:46,901302,24:18:00,24:24:09,86880,87166.0,87480,87849.0,10.0,11.383333333333333,6.15,4.766666666666667,1.3833333333333329,2025-08,Tuesday,1,2025-08-20,Wednesday,2025-08,0,Overnight,0,0,6.15,1.4833,647,1,4.6667,1,0,2025,8,August,Q3,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Late,Not Severe,Eligible
BA:1771458:20250831,2025-08-21,BA:Blue-N,901901,05:11:00,05:11:49,901302,05:22:00,05:22:49,18660,18709.0,19320,19369.0,11.0,11.0,0.8166666666666667,0.8166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,5,Overnight,0,0,0.8167,0.8167,479,1,0.0,0,0,2025,8,August,Q3,BA:Blue-N | Overnight,64,0.0,,0.11,Reliable,23.57,Monitor,12.0,Not Late,Not Severe,Eligible
BA:1771468:20250831,2025-08-21,BA:Blue-N,901901,08:31:00,08:31:49,901302,08:42:00,08:42:49,30660,30709.0,31320,31369.0,11.0,11.0,0.8166666666666667,0.8166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,8,Morning Peak,1,0,0.8167,0.8167,479,1,0.0,0,0,2025,8,August,Q3,BA:Blue-N | Morning Peak,88,1.14,7.27,0.6,Chronic,47.86,P3 - Reliability Watch,9.0,Not Late,Not Severe,Eligible
BA:1771471:20250831,2025-08-21,BA:Blue-N,901901,09:31:00,09:31:49,901302,09:42:00,09:42:49,34260,34309.0,34920,34969.0,11.0,11.0,0.8166666666666667,0.8166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,9,Morning Peak,1,0,0.8167,0.8167,479,1,0.0,0,0,2025,8,August,Q3,BA:Blue-N | Morning Peak,88,1.14,7.27,0.6,Chronic,47.86,P3 - Reliability Watch,9.0,Not Late,Not Severe,Eligible
BA:1771576:20250831,2025-08-21,BA:Green-N,901901,05:14:00,05:15:40,901302,05:25:00,05:26:13,18840,18940.0,19500,19573.0,11.0,10.55,1.2166666666666666,1.6666666666666667,-0.4499999999999993,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,5,Overnight,0,0,1.2167,1.1167,680,1,0.1,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771577:20250831,2025-08-21,BA:Green-N,901901,05:34:00,05:35:37,901302,05:45:00,05:46:07,20040,20137.0,20700,20767.0,11.0,10.5,1.1166666666666667,1.6166666666666667,-0.5,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,5,Overnight,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771578:20250831,2025-08-21,BA:Green-N,901901,05:54:00,05:55:07,901302,06:05:00,06:06:07,21240,21307.0,21900,21967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,5,Overnight,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771585:20250831,2025-08-21,BA:Green-N,901901,08:14:00,08:15:07,901302,08:25:00,08:26:07,29640,29707.0,30300,30367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,8,Morning Peak,1,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Morning Peak,142,2.82,6.27,1.81,Chronic,59.64,P3 - Reliability Watch,7.0,Not Late,Not Severe,Eligible
BA:1771587:20250831,2025-08-21,BA:Green-N,901901,08:54:00,08:55:07,901302,09:05:00,09:06:07,32040,32107.0,32700,32767.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,8,Morning Peak,1,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Morning Peak,142,2.82,6.27,1.81,Chronic,59.64,P3 - Reliability Watch,7.0,Not Late,Not Severe,Eligible
BA:1771588:20250831,2025-08-21,BA:Green-N,901901,09:14:00,09:15:07,901302,09:25:00,09:26:07,33240,33307.0,33900,33967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,9,Morning Peak,1,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Morning Peak,142,2.82,6.27,1.81,Chronic,59.64,P3 - Reliability Watch,7.0,Not Late,Not Severe,Eligible
BA:1771589:20250831,2025-08-21,BA:Green-N,901901,09:34:00,09:35:07,901302,09:45:00,09:46:07,34440,34507.0,35100,35167.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,9,Morning Peak,1,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Morning Peak,142,2.82,6.27,1.81,Chronic,59.64,P3 - Reliability Watch,7.0,Not Late,Not Severe,Eligible
BA:1771591:20250831,2025-08-21,BA:Green-N,901901,10:14:00,10:15:07,901302,10:25:00,10:26:07,36840,36907.0,37500,37567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,10,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771592:20250831,2025-08-21,BA:Green-N,901901,10:34:00,10:35:07,901302,10:45:00,10:46:07,38040,38107.0,38700,38767.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,10,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771593:20250831,2025-08-21,BA:Green-N,901901,10:54:00,10:55:07,901302,11:05:00,11:06:07,39240,39307.0,39900,39967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,10,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771596:20250831,2025-08-21,BA:Green-N,901901,11:54:00,11:55:07,901302,12:05:00,12:06:07,42840,42907.0,43500,43567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,11,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771598:20250831,2025-08-21,BA:Green-N,901901,12:34:00,12:35:07,901302,12:45:00,12:46:07,45240,45307.0,45900,45967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,12,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771599:20250831,2025-08-21,BA:Green-N,901901,12:54:00,12:55:07,901302,13:05:00,13:06:07,46440,46507.0,47100,47167.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,12,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771600:20250831,2025-08-21,BA:Green-N,901901,13:14:00,13:15:07,901302,13:25:00,13:26:07,47640,47707.0,48300,48367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,13,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771602:20250831,2025-08-21,BA:Green-N,901901,13:54:00,13:55:07,901302,14:05:00,14:06:07,50040,50107.0,50700,50767.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,13,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771603:20250831,2025-08-21,BA:Green-N,901901,14:14:00,14:15:07,901302,14:25:00,14:26:07,51240,51307.0,51900,51967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,14,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771604:20250831,2025-08-21,BA:Green-N,901901,14:34:00,14:35:07,901302,14:45:00,14:46:07,52440,52507.0,53100,53167.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,14,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771605:20250831,2025-08-21,BA:Green-N,901901,14:54:00,14:55:07,901302,15:05:00,15:06:07,53640,53707.0,54300,54367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,14,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771606:20250831,2025-08-21,BA:Green-N,901901,15:14:00,15:15:07,901302,15:25:00,15:26:07,54840,54907.0,55500,55567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,15,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771608:20250831,2025-08-21,BA:Green-N,901901,15:54:00,15:57:33,901302,16:05:00,16:08:11,57240,57453.0,57900,58091.0,11.0,10.633333333333333,3.183333333333333,3.55,-0.3666666666666671,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,15,Midday,0,0,3.1833,1.1167,680,1,2.0667,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771612:20250831,2025-08-21,BA:Green-N,901901,17:14:00,17:16:02,901302,17:25:00,17:26:41,62040,62162.0,62700,62801.0,11.0,10.65,1.6833333333333331,2.033333333333333,-0.3499999999999996,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,17,Evening Peak,0,1,1.6833,1.1167,680,1,0.5667,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771613:20250831,2025-08-21,BA:Green-N,901901,17:34:00,17:35:07,901302,17:45:00,17:46:07,63240,63307.0,63900,63967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,17,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771614:20250831,2025-08-21,BA:Green-N,901901,17:54:00,17:55:07,901302,18:05:00,18:06:07,64440,64507.0,65100,65167.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,17,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771615:20250831,2025-08-21,BA:Green-N,901901,18:14:00,18:15:07,901302,18:25:00,18:26:07,65640,65707.0,66300,66367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,18,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771616:20250831,2025-08-21,BA:Green-N,901901,18:34:00,18:35:07,901302,18:45:00,18:46:07,66840,66907.0,67500,67567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,18,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771617:20250831,2025-08-21,BA:Green-N,901901,18:54:00,18:55:07,901302,19:05:00,19:06:07,68040,68107.0,68700,68767.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,18,Evening Peak,0,1,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening Peak,76,5.26,9.22,3.05,Critical,78.93,P3 - Reliability Watch,5.0,Not Late,Not Severe,Eligible
BA:1771618:20250831,2025-08-21,BA:Green-N,901901,19:14:00,19:15:07,901302,19:25:00,19:26:07,69240,69307.0,69900,69967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,19,Evening,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Evening,15,6.67,11.22,0.85,Insufficient Sample,,Insufficient Sample,,Not Late,Not Severe,Insufficient Sample
BA:1771795:20250831,2025-08-21,BA:Yellow-N,901902,07:17:00,07:17:41,901302,07:28:00,07:28:41,26220,26261.0,26880,26921.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,7,Morning Peak,1,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1771801:20250831,2025-08-21,BA:Yellow-N,901902,09:37:00,09:37:41,901302,09:48:00,09:48:41,34620,34661.0,35280,35321.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,9,Morning Peak,1,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Morning Peak,75,0.0,,0.44,Reliable,30.0,Monitor,10.0,Not Late,Not Severe,Eligible
BA:1771806:20250831,2025-08-21,BA:Yellow-N,901902,11:17:00,11:17:41,901302,11:28:00,11:28:41,40620,40661.0,41280,41321.0,11.0,11.0,0.6833333333333333,0.6833333333333333,0.0,2025-08,Thursday,0,2025-08-21,Thursday,2025-08,11,Midday,0,0,0.6833,1.4833,647,1,0.0,0,0,2025,8,August,Q3,BA:Yellow-N | Midday,115,0.0,,0.0,Reliable,15.0,Monitor,14.0,Not Late,Not Severe,Eligible
BA:1771781:20250831,2025-08-20,BA:Yellow-N,901902,24:08:00,24:10:37,901302,24:18:00,24:22:02,86880,87037.0,87480,87722.0,10.0,11.416666666666666,4.033333333333333,2.6166666666666667,1.416666666666666,2025-08,Wednesday,1,2025-08-21,Thursday,2025-08,0,Overnight,0,0,4.0333,1.4833,647,1,2.55,0,0,2025,8,August,Q3,BA:Yellow-N | Overnight,335,26.27,7.33,68.28,Chronic,95.71,P1 - Primary Hotspot,1.0,Not Late,Not Severe,Eligible
BA:1771459:20250831,2025-08-22,BA:Blue-N,901901,05:31:00,05:31:49,901302,05:42:00,05:42:49,19860,19909.0,20520,20569.0,11.0,11.0,0.8166666666666667,0.8166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,5,Overnight,0,0,0.8167,0.8167,479,1,0.0,0,0,2025,8,August,Q3,BA:Blue-N | Overnight,64,0.0,,0.11,Reliable,23.57,Monitor,12.0,Not Late,Not Severe,Eligible
BA:1771575:20250831,2025-08-22,BA:Green-N,901901,04:54:00,04:55:07,901302,05:05:00,05:06:07,17640,17707.0,18300,18367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,4,Overnight,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771576:20250831,2025-08-22,BA:Green-N,901901,05:14:00,05:15:07,901302,05:25:00,05:26:07,18840,18907.0,19500,19567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,5,Overnight,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771577:20250831,2025-08-22,BA:Green-N,901901,05:34:00,05:35:37,901302,05:45:00,05:46:07,20040,20137.0,20700,20767.0,11.0,10.5,1.1166666666666667,1.6166666666666667,-0.5,2025-08,Friday,0,2025-08-22,Friday,2025-08,5,Overnight,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771578:20250831,2025-08-22,BA:Green-N,901901,05:54:00,05:55:07,901302,06:05:00,06:06:07,21240,21307.0,21900,21967.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,5,Overnight,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Overnight,181,2.76,7.14,5.79,Chronic,76.07,P1 - Primary Hotspot,3.0,Not Late,Not Severe,Eligible
BA:1771589:20250831,2025-08-22,BA:Green-N,901901,09:34:00,09:35:07,901302,09:45:00,09:46:07,34440,34507.0,35100,35167.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,9,Morning Peak,1,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Morning Peak,142,2.82,6.27,1.81,Chronic,59.64,P3 - Reliability Watch,7.0,Not Late,Not Severe,Eligible
BA:1771590:20250831,2025-08-22,BA:Green-N,901901,09:54:00,09:55:07,901302,10:05:00,10:06:07,35640,35707.0,36300,36367.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,9,Morning Peak,1,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Morning Peak,142,2.82,6.27,1.81,Chronic,59.64,P3 - Reliability Watch,7.0,Not Late,Not Severe,Eligible
BA:1771591:20250831,2025-08-22,BA:Green-N,901901,10:14:00,10:15:07,901302,10:25:00,10:26:07,36840,36907.0,37500,37567.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,10,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
BA:1771592:20250831,2025-08-22,BA:Green-N,901901,10:34:00,10:35:07,901302,10:45:00,10:46:07,38040,38107.0,38700,38767.0,11.0,11.0,1.1166666666666667,1.1166666666666667,0.0,2025-08,Friday,0,2025-08-22,Friday,2025-08,10,Midday,0,0,1.1167,1.1167,680,1,0.0,0,0,2025,8,August,Q3,BA:Green-N | Midday,266,4.51,10.34,10.51,Critical,91.07,P1 - Primary Hotspot,2.0,Not Late,Not Severe,Eligible
